MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 0.9999999999999999
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.0
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 2.0
MIS_MA-QAOA, 8, 1, 2, -1, 2.0
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 0.9999999999999999
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.0
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.0
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 2.0
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
MIS_MA-QAOA, 8, 1, 2, -1, 1.3333333333333333
