MA-QAOA,8,['random', 0.5],2,0,0.9999999999944795, 51, 244.81101989746094
MA-QAOA,8,['random', 0.5],2,1,0.9999999999994541, 46, 271.929673910141
MA-QAOA,8,['random', 0.5],2,2,0.9999999999883341, 57, 282.56395196914673
MA-QAOA,8,['random', 0.5],2,3,0.9999999839150627, 54, 305.9584927558899
MA-QAOA,8,['random', 0.5],2,4,0.9999999999902958, 61, 295.31072306632996
MA-QAOA,8,['random', 0.5],2,5,0.9999999999959502, 38, 182.16355109214783
MA-QAOA,8,['random', 0.5],2,6,0.9999999999726162, 61, 279.7419891357422
MA-QAOA,8,['random', 0.5],2,7,0.9999999994730965, 74, 426.55419921875
MA-QAOA,8,['random', 0.5],2,8,0.9999999999950356, 88, 556.7906539440155
MA-QAOA,8,['random', 0.5],2,9,0.9999999999912306, 68, 323.92774510383606
MA-QAOA,8,['random', 0.5],2,10,0.9999999999624095, 33, 151.8539788722992
MA-QAOA,8,['random', 0.5],2,11,0.9999999999977653, 44, 219.75740694999695
MA-QAOA,8,['random', 0.5],2,12,0.9999999992771662, 69, 345.70077896118164
MA-QAOA,8,['random', 0.5],2,13,0.999999999998062, 48, 223.9378309249878
MA-QAOA,8,['random', 0.5],2,14,0.9999999999890438, 91, 454.38703894615173
MA-QAOA,8,['random', 0.5],2,15,0.9999999999821261, 50, 247.872652053833
MA-QAOA,8,['random', 0.5],2,16,0.9999999998342497, 69, 412.0141439437866
MA-QAOA,8,['random', 0.5],2,17,0.9999999908493167, 48, 188.96295189857483
MA-QAOA,8,['random', 0.5],2,18,0.9999999999627991, 49, 294.7211389541626
MA-QAOA,8,['random', 0.5],2,19,0.9999999999835291, 110, 627.1173753738403
MA-QAOA,8,['random', 0.5],2,20,0.9999999671237104, 82, 378.87110114097595
MA-QAOA,8,['random', 0.5],2,21,0.9999999999965031, 52, 248.80672526359558
MA-QAOA,8,['random', 0.5],2,22,0.9444444444092363, 55, 225.8994402885437
MA-QAOA,8,['random', 0.5],2,23,0.999999999962518, 61, 295.8910448551178
MA-QAOA,8,['random', 0.5],2,24,0.9999999999977021, 45, 198.4464418888092
MA-QAOA,8,['random', 0.5],2,25,0.9999999998323204, 77, 349.4704852104187
MA-QAOA,8,['random', 0.5],2,26,0.9444444444043043, 55, 219.83114910125732
MA-QAOA,8,['random', 0.5],2,27,0.9999999999766482, 40, 185.63810110092163
MA-QAOA,8,['random', 0.5],2,28,0.999999994314439, 82, 473.6653299331665
MA-QAOA,8,['random', 0.5],2,29,0.9999999999572725, 58, 330.9331908226013
MA-QAOA,8,['random', 0.5],2,30,0.9999999974916945, 38, 176.21608996391296
MA-QAOA,8,['random', 0.5],2,31,0.9999999999610952, 65, 407.4954631328583
MA-QAOA,8,['random', 0.5],2,32,0.958333333305465, 59, 321.6668932437897
MA-QAOA,8,['random', 0.5],2,33,0.9999999988502886, 55, 201.53837084770203
MA-QAOA,8,['random', 0.5],2,34,0.9999999972482977, 50, 237.59437084197998
MA-QAOA,8,['random', 0.5],2,35,0.9999999999641146, 47, 228.62727093696594
MA-QAOA,8,['random', 0.5],2,36,0.9444444444407983, 39, 159.0032172203064
MA-QAOA,8,['random', 0.5],2,37,0.9999999999935199, 37, 155.35993194580078
MA-QAOA,8,['random', 0.5],2,38,0.954545454537952, 57, 297.43386602401733
MA-QAOA,8,['random', 0.5],2,39,0.9999999999960084, 50, 291.22155022621155
MA-QAOA,8,['random', 0.5],2,40,0.9999999999712863, 35, 169.27434492111206
MA-QAOA,8,['random', 0.5],2,41,0.9999999999851883, 38, 179.55670809745789
MA-QAOA,8,['random', 0.5],2,42,0.9999999998918307, 83, 450.5102291107178
MA-QAOA,8,['random', 0.5],2,43,0.9999999813103774, 75, 355.43456506729126
MA-QAOA,8,['random', 0.5],2,44,0.9999999999994608, 43, 258.56349182128906
MA-QAOA,8,['random', 0.5],2,45,0.9615384499372392, 70, 401.18620800971985
MA-QAOA,8,['random', 0.5],2,46,0.9999999999951278, 38, 181.49107885360718
MA-QAOA,8,['random', 0.5],2,47,0.9999999996209846, 78, 412.7362251281738
MA-QAOA,8,['random', 0.5],2,48,0.9999999999850412, 66, 359.78816175460815
MA-QAOA,8,['random', 0.5],2,49,0.9999999999637097, 50, 253.19344806671143
MA-QAOA,8,['random', 0.5],2,50,0.9999999999922242, 46, 219.80132818222046
MA-QAOA,8,['random', 0.5],2,51,0.9999999999896859, 35, 190.67392015457153
