method           ,n ,graph_type ,graph_type ,p ,seed ,AR
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  52 ,0.9999999999976028
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  53 ,0.8999999999971076
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  54 ,0.8181818181789751
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  55 ,0.9444444444428739
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  56 ,0.9499999999916504
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  57 ,0.857142857136113
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  58 ,0.9166666666662374
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  59 ,0.8846687836478391
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  60 ,0.8999999999979055
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  61 ,0.9166666666632471
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  62 ,0.9166666666610119
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  63 ,0.8636363636329432
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  64 ,0.9499999999970068
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  65 ,0.9499999999980311
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  66 ,0.9999999999977618
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  67 ,0.961538461534013
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  68 ,0.7797591153805399
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  69 ,0.8333333333305118
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  70 ,0.9999999999981855
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  71 ,0.9999999999955637
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  72 ,0.833333333327246
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  73 ,0.8706682062878077
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  74 ,0.9999999999949456
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  75 ,0.8333333333307017
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  76 ,0.9583333333294344
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  77 ,0.7916666666661469
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  78 ,0.9999999999982015
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  79 ,0.999999999999728
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  80 ,0.9499999999859984
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  81 ,0.9090909090905543
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  82 ,0.9230769230755249
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  83 ,0.8571428571411676
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  84 ,0.818181818181004
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  85 ,0.9444444444428759
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  86 ,0.8878917115293975
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  87 ,0.9545454545437052
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  88 ,0.8322455034823766
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  89 ,0.9999999999969463
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  90 ,0.9499999999978794
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  91 ,0.9444444444437387
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  92 ,0.8333333333329497
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  93 ,0.954545454543775
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  94 ,0.821428571428004
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  95 ,0.9499999999975189
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  96 ,0.9999999999988026
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  97 ,0.9545454545374377
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  98 ,0.9090909090708993
MA_QAOA          ,8 ,['random'  ,0.5]       ,1 ,  99 ,0.9230769230738016
select           ,8 ,['random'  ,0.5]       ,1 ,   0 ,0.8888888888851407
select           ,8 ,['random'  ,0.5]       ,1 ,   1 ,0.9166666666584836
select           ,8 ,['random'  ,0.5]       ,1 ,   2 ,0.7499999999985945
select           ,8 ,['random'  ,0.5]       ,1 ,   3 ,0.8499999999986507
select           ,8 ,['random'  ,0.5]       ,1 ,   4 ,0.9499999999773966
select           ,8 ,['random'  ,0.5]       ,1 ,   5 ,0.899999999995952
select           ,8 ,['random'  ,0.5]       ,1 ,   6 ,0.88888888888772
select           ,8 ,['random'  ,0.5]       ,1 ,   7 ,0.8214285714275942
select           ,8 ,['random'  ,0.5]       ,1 ,   8 ,0.8214285714278483
select           ,8 ,['random'  ,0.5]       ,1 ,   9 ,0.8181818181812045
select           ,8 ,['random'  ,0.5]       ,1 ,  10 ,0.8888888888872357
select           ,8 ,['random'  ,0.5]       ,1 ,  11 ,0.8181818181805915
select           ,8 ,['random'  ,0.5]       ,1 ,  12 ,0.95454545454027
select           ,8 ,['random'  ,0.5]       ,1 ,  13 ,0.8999999999983135
select           ,8 ,['random'  ,0.5]       ,1 ,  14 ,0.999999999852679
select           ,8 ,['random'  ,0.5]       ,1 ,  15 ,0.8999999999993241
select           ,8 ,['random'  ,0.5]       ,1 ,  16 ,0.8214285714275089
select           ,8 ,['random'  ,0.5]       ,1 ,  17 ,0.812499999998735
select           ,8 ,['random'  ,0.5]       ,1 ,  18 ,0.8333333333327709
select           ,8 ,['random'  ,0.5]       ,1 ,  19 ,0.8333333333324902
select           ,8 ,['random'  ,0.5]       ,1 ,  20 ,0.999999999994297
select           ,8 ,['random'  ,0.5]       ,1 ,  21 ,0.8181818181808983
select           ,8 ,['random'  ,0.5]       ,1 ,  22 ,0.8333333333314593
select           ,8 ,['random'  ,0.5]       ,1 ,  23 ,0.8999999999986509
select           ,8 ,['random'  ,0.5]       ,1 ,  24 ,0.8499999999986307
select           ,8 ,['random'  ,0.5]       ,1 ,  26 ,0.722222222221098
select           ,8 ,['random'  ,0.5]       ,1 ,  27 ,0.9444444444381078
select           ,8 ,['random'  ,0.5]       ,1 ,  28 ,0.9230769230600736
select           ,8 ,['random'  ,0.5]       ,1 ,  29 ,0.8749999999994374
select           ,8 ,['random'  ,0.5]       ,1 ,  30 ,0.9444444438471827
select           ,8 ,['random'  ,0.5]       ,1 ,  31 ,0.7499999999997591
select           ,8 ,['random'  ,0.5]       ,1 ,  32 ,0.833333333302844
select           ,8 ,['random'  ,0.5]       ,1 ,  33 ,0.9999999999978747
select           ,8 ,['random'  ,0.5]       ,1 ,  34 ,0.8888888888881389
select           ,8 ,['random'  ,0.5]       ,1 ,  35 ,0.9999999997736811
select           ,8 ,['random'  ,0.5]       ,1 ,  36 ,0.666666666665917
select           ,8 ,['random'  ,0.5]       ,1 ,  37 ,0.8333333333314593
select           ,8 ,['random'  ,0.5]       ,1 ,  38 ,0.7727272727266427
select           ,8 ,['random'  ,0.5]       ,1 ,  39 ,0.9615384608950553
select           ,8 ,['random'  ,0.5]       ,1 ,  40 ,0.8999999999983134
select           ,8 ,['random'  ,0.5]       ,1 ,  41 ,0.8333333333322085
select           ,8 ,['random'  ,0.5]       ,1 ,  42 ,0.8076923076910103
select           ,8 ,['random'  ,0.5]       ,1 ,  43 ,0.7727272727266594
select           ,8 ,['random'  ,0.5]       ,1 ,  44 ,0.8846153840333842
select           ,8 ,['random'  ,0.5]       ,1 ,  45 ,0.9999999995199464
select           ,8 ,['random'  ,0.5]       ,1 ,  46 ,0.9499999999959521
select           ,8 ,['random'  ,0.5]       ,1 ,  47 ,0.874999999984145
select           ,8 ,['random'  ,0.5]       ,1 ,  48 ,0.9583333324461797
select           ,8 ,['random'  ,0.5]       ,1 ,  49 ,0.8499999999993241
select           ,8 ,['random'  ,0.5]       ,1 ,  50 ,0.949999999994297
select           ,8 ,['random'  ,0.5]       ,1 ,  51 ,0.6999999999989882
select           ,8 ,['random'  ,0.5]       ,1 ,  52 ,0.9999987956711512
select           ,8 ,['random'  ,0.5]       ,1 ,  53 ,0.7999999999996626
select           ,8 ,['random'  ,0.5]       ,1 ,  54 ,0.7727272727260462
select           ,8 ,['random'  ,0.5]       ,1 ,  55 ,0.9444444438471827
select           ,8 ,['random'  ,0.5]       ,1 ,  57 ,0.7857142857133217
select           ,8 ,['random'  ,0.5]       ,1 ,  58 ,0.7916666666661044
select           ,8 ,['random'  ,0.5]       ,1 ,  59 ,0.6874999999991567
select           ,8 ,['random'  ,0.5]       ,1 ,  60 ,0.849999999999284
select           ,8 ,['random'  ,0.5]       ,1 ,  61 ,0.7916666666655422
select           ,8 ,['random'  ,0.5]       ,1 ,  62 ,0.79166666666579
select           ,8 ,['random'  ,0.5]       ,1 ,  63 ,0.8181818181808981
select           ,8 ,['random'  ,0.5]       ,1 ,  64 ,0.8999999999993241
select           ,8 ,['random'  ,0.5]       ,1 ,  65 ,0.7499999999993253
select           ,8 ,['random'  ,0.5]       ,1 ,  66 ,0.9499999999983133
select           ,8 ,['random'  ,0.5]       ,1 ,  67 ,0.999999999749241
select           ,8 ,['random'  ,0.5]       ,1 ,  68 ,0.7272727272715008
select           ,8 ,['random'  ,0.5]       ,1 ,  69 ,0.8333333333299601
select           ,8 ,['random'  ,0.5]       ,1 ,  70 ,0.8749999999994374
select           ,8 ,['random'  ,0.5]       ,1 ,  71 ,0.9545454545422313
select           ,8 ,['random'  ,0.5]       ,1 ,  72 ,0.7916666666654266
select           ,8 ,['random'  ,0.5]       ,1 ,  73 ,0.8636363636350111
select           ,8 ,['random'  ,0.5]       ,1 ,  74 ,0.8999999999986509
select           ,8 ,['random'  ,0.5]       ,1 ,  75 ,0.7916666666655422
select           ,8 ,['random'  ,0.5]       ,1 ,  76 ,0.83333333333277
select           ,8 ,['random'  ,0.5]       ,1 ,  77 ,0.7916666666652611
select           ,8 ,['random'  ,0.5]       ,1 ,  78 ,0.9166666665366745
select           ,8 ,['random'  ,0.5]       ,1 ,  79 ,0.9999999998335204
select           ,8 ,['random'  ,0.5]       ,1 ,  80 ,0.9499999999986297
select           ,8 ,['random'  ,0.5]       ,1 ,  81 ,0.9090909090895565
select           ,8 ,['random'  ,0.5]       ,1 ,  82 ,0.807692307691529
select           ,8 ,['random'  ,0.5]       ,1 ,  83 ,0.8214285714260389
select           ,8 ,['random'  ,0.5]       ,1 ,  84 ,0.7272727272718075
select           ,8 ,['random'  ,0.5]       ,1 ,  86 ,0.8333333333324897
select           ,8 ,['random'  ,0.5]       ,1 ,  87 ,0.863636363635137
select           ,8 ,['random'  ,0.5]       ,1 ,  88 ,0.7272727272718075
select           ,8 ,['random'  ,0.5]       ,1 ,  89 ,0.9090909090137118
select           ,8 ,['random'  ,0.5]       ,1 ,  90 ,0.9499999998467296
select           ,8 ,['random'  ,0.5]       ,1 ,  91 ,0.7777777777770282
select           ,8 ,['random'  ,0.5]       ,1 ,  93 ,0.9090909090893757
select           ,8 ,['random'  ,0.5]       ,1 ,  94 ,0.8214285714129256
select           ,8 ,['random'  ,0.5]       ,1 ,  95 ,0.7499999999993253
select           ,8 ,['random'  ,0.5]       ,1 ,  96 ,0.9999999998756608
select           ,8 ,['random'  ,0.5]       ,1 ,  97 ,0.863636363635137
select           ,8 ,['random'  ,0.5]       ,1 ,  98 ,0.8181818181808983
select           ,8 ,['random'  ,0.5]       ,1 ,  99 ,0.8076923076641637
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,   0 ,0.8381858256774876
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,   1 ,0.8617861264975989
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,   2 ,0.6969387769673719
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,   3 ,0.8395513090780721
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,   4 ,0.8650326521698437
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,   5 ,0.7828376338035614
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,   6 ,0.860734559108534
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,   7 ,0.7737261731215915
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,   8 ,0.810653354686737
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,   9 ,0.7876700946655297
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  10 ,0.8132217438938587
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  11 ,0.7859875587130442
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  12 ,0.8243341697502437
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  13 ,0.8286959908814058
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  14 ,0.8443148529632598
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  15 ,0.8713145562761531
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  16 ,0.7815058098643172
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  17 ,0.8209264170719355
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  18 ,0.8200511348293994
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  19 ,0.8397168248117217
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  20 ,0.8710446445504403
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  21 ,0.8306558162982753
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  22 ,0.7616775332454099
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  23 ,0.8739698573023542
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  24 ,0.7695823894989315
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  25 ,0.8944324859491594
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  26 ,0.741436858792696
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  27 ,0.7990018876867191
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  28 ,0.8652007695965581
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  29 ,0.860710828762202
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  30 ,0.8164567491005612
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  31 ,0.7704945343994872
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  32 ,0.7723464016032889
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  33 ,0.8629554544657688
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  34 ,0.8360870984378563
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  35 ,0.8054669167469017
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  36 ,0.7457586791491947
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  37 ,0.7606218437803203
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  38 ,0.8114267720437297
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  39 ,0.8646716375404966
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  40 ,0.8252275911456202
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  41 ,0.7982275808252258
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  42 ,0.7675467790256689
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  43 ,0.8368290809385059
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  44 ,0.7983580657241254
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  45 ,0.8257568967493181
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  46 ,0.8378257656082884
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  47 ,0.808883345515239
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  48 ,0.8610298734686738
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  49 ,0.8250238697736115
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  50 ,0.8176082470491532
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  51 ,0.7211147151022803
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  52 ,0.7739552818829911
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  53 ,0.8083239329642348
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  54 ,0.7531125810167875
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  55 ,0.8018021305996673
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  56 ,0.7899082381140403
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  57 ,0.8040996973995712
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  58 ,0.794265110346184
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  59 ,0.7591363892460579
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  60 ,0.8172789830466218
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  61 ,0.7804891245184918
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  62 ,0.7864978148183361
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  63 ,0.7927028600402953
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  64 ,0.8733151554347988
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  65 ,0.817777497371748
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  66 ,0.867257476486823
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  67 ,0.7851711276159944
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  68 ,0.7232738767313898
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  69 ,0.7474903092162862
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  70 ,0.861739803634293
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  71 ,0.887437704293884
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  72 ,0.7498739155693895
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  73 ,0.8076118445252646
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  74 ,0.8653431572849855
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  75 ,0.7930795486595329
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  76 ,0.7977487565002699
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  77 ,0.7435815564829773
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  78 ,0.7930884904606527
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  79 ,0.8759325437785483
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  80 ,0.8646084427859172
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  81 ,0.8503647678831316
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  82 ,0.7896809809046126
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  83 ,0.7811288024909768
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  84 ,0.7447241862721602
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  85 ,0.843269245036352
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  86 ,0.8147566605645702
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  87 ,0.8446814894767585
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  88 ,0.7572201787829584
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  89 ,0.8519068511254115
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  90 ,0.8809192899075965
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  91 ,0.8295919112747685
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  92 ,0.7438549125276586
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  93 ,0.8506227970411676
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  94 ,0.7775708564446744
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  95 ,0.8307369185652727
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  96 ,0.8827168041487837
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  97 ,0.8454250653449147
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  98 ,0.8256677433524622
standard_QAOA    ,8 ,['random'  ,0.5]       ,1 ,  99 ,0.756048999048956
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,   0 ,0.9137207380537578
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,   1 ,0.9285386424694045
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,   2 ,0.8053283551102138
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,   3 ,0.9309974673712695
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,   4 ,0.9090448355424957
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,   5 ,0.8618439342761981
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,   6 ,0.9089138727944825
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,   7 ,0.8415906063686117
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,   8 ,0.8652572994748281
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,   9 ,0.847773600411547
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  10 ,0.8837863026336987
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  11 ,0.852707938333883
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  12 ,0.8751846863408835
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  13 ,0.8978341491244233
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  14 ,0.9085560312696618
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  15 ,0.9233496979797738
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  16 ,0.8675968763550895
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  17 ,0.8929582604004374
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  18 ,0.880432524964407
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  19 ,0.8865120525368247
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  20 ,0.9174000973232854
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  21 ,0.8866950137259988
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  22 ,0.8483634370583599
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  23 ,0.9308135963927366
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  24 ,0.7705412081817427
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  25 ,0.9345418291123561
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  26 ,0.8333241358454546
