method           ,n ,graph_type ,graph_type ,p ,seed ,AR
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  27 ,0.8787030644944578
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  28 ,0.9154808078670759
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  29 ,0.9125646177719271
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  30 ,0.8930528754815216
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  31 ,0.8356877659833738
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  32 ,0.836690782873279
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  33 ,0.9276413193005043
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  34 ,0.8752215097819407
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  35 ,0.8734183395004498
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  36 ,0.8386824162226125
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  37 ,0.8486125594779558
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  38 ,0.8668096813157834
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  39 ,0.9180847286189789
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  40 ,0.886808304815127
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  41 ,0.8614159866245623
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  42 ,0.8541048252090818
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  43 ,0.8960895364770397
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  44 ,0.8749174757019801
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  45 ,0.8751082435226759
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  46 ,0.9089507812508989
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  47 ,0.8662724205366418
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  48 ,0.9167768630711843
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  49 ,0.8763996402913812
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  50 ,0.86945743803531
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  51 ,0.8180460690429555
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  52 ,0.8425513514550439
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  53 ,0.8515744609508136
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  54 ,0.8411929062858033
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  55 ,0.8622989137675781
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  56 ,0.8392366230152053
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  57 ,0.8769534971266094
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  58 ,0.8400238402274932
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  59 ,0.8255370121982306
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  60 ,0.8753987712173934
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  61 ,0.8483428332559159
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  62 ,0.8644592555021688
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  63 ,0.8712288577463405
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  64 ,0.9262263681502356
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  65 ,0.882249732326466
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  66 ,0.9187494786054909
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  67 ,0.8468278403549048
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  68 ,0.8406687137701655
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  69 ,0.8398990875658475
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  70 ,0.9225707710775533
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  71 ,0.9383206435630546
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  72 ,0.8400790810304773
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  73 ,0.8253023715446841
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  74 ,0.931706559525518
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  75 ,0.891744084317932
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  76 ,0.8504794759773634
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  77 ,0.8336940411191862
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  78 ,0.8421236174219882
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  79 ,0.9282424372190002
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  80 ,0.915167926163018
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  81 ,0.9211468640824699
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  82 ,0.8474734023565484
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  83 ,0.8604514001980768
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  84 ,0.8144849613217637
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  85 ,0.9118614978955285
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  86 ,0.873477784876569
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  87 ,0.9040624220945186
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  88 ,0.8692356334779686
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  89 ,0.920438817674582
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  90 ,0.9410197385237444
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  91 ,0.8924288942934321
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  92 ,0.8336058956366189
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  93 ,0.9193117960748673
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  94 ,0.8403819324750764
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  95 ,0.9039496149246216
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  96 ,0.9204340873484841
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  97 ,0.9124687384718254
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  98 ,0.8764758278030791
standard_QAOA    ,8 ,['random'  ,0.5]       ,2 ,  99 ,0.83133965025534MA_QAOA ,2 ,
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   0 ,0.8888888882245034
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   1 ,0.9999999943066209
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   2 ,0.7499999993000745
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   3 ,0.8571739446309546
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   4 ,0.9494440239983891
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   5 ,0.899687594177634
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   6 ,0.8888888888832045
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   7 ,0.8214285713864656
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   8 ,0.8214285710399297
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   9 ,0.8181818181618222
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  10 ,0.888888884636746
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  11 ,0.8445527996736967
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  12 ,0.9545407859679816
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  13 ,0.8999999992523495
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  14 ,0.9831245150617314
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  15 ,0.899999999988507
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  16 ,0.8214285713707363
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  17 ,0.8816851318746743
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  18 ,0.8333333333260925
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  19 ,0.9166500739642934
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  20 ,0.9999967649622942
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  21 ,0.8636363635126304
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  22 ,0.8333333330782655
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  23 ,0.9499630903503548
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  24 ,0.8499999999841601
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  26 ,0.8333333332092252
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  27 ,0.9444346943157562
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  28 ,0.9230769230577305
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  29 ,0.8749999999878426
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   0 ,0.9999999556017103
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   1 ,0.9998696919899541
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   2 ,0.9119951013495244
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   3 ,0.9999616720491045
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   4 ,0.9983228213325201
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   5 ,0.9868867777069873
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   6 ,0.9999992950013059
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   7 ,0.9753867526336718
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   8 ,0.9667476795260951
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,   9 ,0.9067831490016164
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  10 ,0.9950459441833073
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  11 ,0.9086789652982742
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  12 ,0.9999999998566111
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  13 ,0.9992675957137165
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  14 ,0.9542897541266345
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  15 ,0.9997454878394197
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  16 ,0.9923494953678996
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  17 ,0.974035974912894
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  18 ,0.9443412656378024
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  19 ,0.982165932793332
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  20 ,0.9888289469959901
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  21 ,0.9735993231132446
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  22 ,0.96125763285209
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  23 ,0.9963887010776297
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  24 ,0.9844615210791711
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  26 ,0.9877954604670935
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  27 ,0.9476708523951104
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  28 ,0.9999445168844758
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  29 ,0.9984729695677442
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  30 ,0.8887325015380504
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  31 ,0.9163992155032094
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  32 ,0.982942259261376
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  33 ,0.9999787938533845
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  34 ,0.9668826744508203
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  35 ,0.9983246713439801
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  36 ,0.9377309881247885
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  37 ,0.9986870342189403
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  38 ,0.9078818962703533
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  39 ,0.9916278751769366
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  40 ,0.9999769073588242
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  41 ,0.9999573981891968
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  42 ,0.9713502726718632
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  43 ,0.9912504030798179
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  44 ,0.9989801420160332
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  45 ,0.9213240958045206
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  46 ,0.8686934417566945
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  47 ,0.9999970935799389
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  48 ,0.9997454069923045
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  49 ,0.9998388470337446
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  50 ,0.9060540654494915
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  51 ,0.9803193241466437
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  52 ,0.9818585149218905
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  53 ,0.8996810680999179
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  54 ,0.909090900725549
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  55 ,0.9970832282731433
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  57 ,0.9997277246408639
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  58 ,0.9711728168775716
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  59 ,0.9939038566029366
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  60 ,0.8999999997272579
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  61 ,0.9636213014126405
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  62 ,0.9877541712046494
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  63 ,0.9955236040168284
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  64 ,0.9999999997415554
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  65 ,0.999107339741611
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  66 ,0.9999956353780461
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  67 ,0.9227476631159933
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  68 ,0.9636865384443083
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  69 ,0.9914686806744323
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  70 ,0.9982820840957914
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  71 ,0.9987411625796199
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  72 ,0.9752696673617246
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  73 ,0.8719541039406832
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  74 ,0.9905547236473762
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  75 ,0.9569315623733076
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  76 ,0.9925570046947065
heuristic_select ,8 ,['random'  ,0.5]       ,1 ,  77 ,0.8333333319187607
