MA-QAOA,8,['random', 0.5],1,0,0.8888888888805538,680, 27, 31.970637599999463, 31.57370910001191
MA-QAOA,8,['random', 0.5],1,1,0.9999999999952115,728, 22, 34.056526100000156, 33.65159049999238
MA-QAOA,8,['random', 0.5],1,2,0.8749999999997785,836, 26, 38.74941409999974, 38.2896128000084
MA-QAOA,8,['random', 0.5],1,3,0.8999999999912035,814, 33, 39.32343469999978, 38.84263539998301
MA-QAOA,8,['random', 0.5],1,4,0.9999999999993878,805, 28, 37.593712399999276, 37.307458099982796
MA-QAOA,8,['random', 0.5],1,5,0.8499999999826156,567, 24, 26.095876000000317, 25.903059900012522
MA-QAOA,8,['random', 0.5],1,6,0.9444444444203821,777, 32, 35.738540999999714, 35.467535699996006
MA-QAOA,8,['random', 0.5],1,7,0.7967643241482969,864, 28, 39.934293100000104, 39.63528020000376
MA-QAOA,8,['random', 0.5],1,8,0.8626678763538186,840, 28, 39.08680790000017, 38.63044469999568
MA-QAOA,8,['random', 0.5],1,9,0.8636363636346428,1196, 44, 54.703125300000465, 54.298197099999925
MA-QAOA,8,['random', 0.5],1,10,0.8888888888868962,580, 22, 26.885060599999633, 26.566325400001915
MA-QAOA,8,['random', 0.5],1,11,0.9545454545399719,1978, 67, 91.17893920000006, 90.50236050000876
MA-QAOA,8,['random', 0.5],1,12,0.9090909090771956,816, 32, 37.9101698000004, 37.46238190001168
MA-QAOA,8,['random', 0.5],1,13,0.8999999999905824,880, 35, 40.530840700000226, 40.05132620002041
MA-QAOA,8,['random', 0.5],1,14,0.9545454545386146,1584, 47, 73.41120659999979, 72.53280329999689
MA-QAOA,8,['random', 0.5],1,15,0.9999999999950353,874, 35, 40.4054715000002, 40.09673730000668
MA-QAOA,8,['random', 0.5],1,16,0.8928571428529948,1026, 34, 47.314303799999834, 46.97129190001124
MA-QAOA,8,['random', 0.5],1,17,0.9374999999953604,684, 29, 31.11552709999978, 30.8827539999902
MA-QAOA,8,['random', 0.5],1,18,0.9166666666641737,725, 25, 33.63140639999983, 33.37740689998827
MA-QAOA,8,['random', 0.5],1,19,0.9166666666576049,676, 24, 31.605867299999773, 31.237135199994555
MA-QAOA,8,['random', 0.5],1,20,0.9577350269152645,759, 29, 34.88114679999944, 34.61656469999161
MA-QAOA,8,['random', 0.5],1,21,0.9545454545410902,2232, 69, 101.64366009999958, 100.44661850001012
MA-QAOA,8,['random', 0.5],1,22,0.8419278076707122,494, 24, 22.51831029999994, 22.354624700006752
MA-QAOA,8,['random', 0.5],1,23,0.9999999999921881,966, 31, 43.865952500000276, 43.54700569998295
MA-QAOA,8,['random', 0.5],1,24,0.8999999999974749,1071, 44, 48.831375599999774, 48.47984889999134
MA-QAOA,8,['random', 0.5],1,26,0.8333333333219853,475, 24, 21.343321800000012, 21.190214299993386
MA-QAOA,8,['random', 0.5],1,27,0.8888888888827368,640, 28, 29.335543700000017, 28.986907599994993
MA-QAOA,8,['random', 0.5],1,28,0.9230769230758327,756, 25, 34.82739099999981, 34.42153720000715
MA-QAOA,8,['random', 0.5],1,29,0.9583333333305349,1352, 46, 62.689308099999835, 61.96685270001581
MA-QAOA,8,['random', 0.5],1,30,0.9444444444222904,660, 27, 30.253031099999134, 29.89464460000272
MA-QAOA,8,['random', 0.5],1,31,0.8928571428569515,864, 25, 39.60570100000041, 39.3181768999757
MA-QAOA,8,['random', 0.5],1,32,0.874999999995841,624, 23, 28.415574800000286, 28.084469100000206
MA-QAOA,8,['random', 0.5],1,33,0.9999999999902455,1134, 40, 51.24314250000043, 50.63306529998226
MA-QAOA,8,['random', 0.5],1,34,0.9444444444381825,1281, 47, 57.992452100000264, 57.5553785999964
MA-QAOA,8,['random', 0.5],1,35,0.9999999999987027,572, 22, 25.977189700000054, 25.674267199998212
