MA_QAOA, 3, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285712768
MA_QAOA, 3, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9999999999898314
