QAOA,8,['random', 0.5],1,0,0.8381858256774812,21, 4, 1.0442494000308216, 1.0409627999179065
QAOA,8,['random', 0.5],1,1,0.861786126497591,36, 7, 1.777701499988325, 1.772438199899625
QAOA,8,['random', 0.5],1,2,0.5675706724228995,24, 7, 1.1438695999677293, 1.1404314998653717
QAOA,8,['random', 0.5],1,3,0.8395513090776262,27, 6, 1.305548699980136, 1.3013966000289656
QAOA,8,['random', 0.5],1,4,0.8650326521698528,57, 10, 2.748377900046762, 2.7399889001389965
QAOA,8,['random', 0.5],1,5,0.7828376338035745,33, 8, 1.61062099999981, 1.6060083997435868
QAOA,8,['random', 0.5],1,6,0.8607345591085337,36, 9, 1.7678550999844447, 1.7625959999277256
QAOA,8,['random', 0.5],1,7,0.7317031024669243,66, 9, 3.1800266000209376, 3.1707217998919077
QAOA,8,['random', 0.5],1,8,0.6785714285712162,12, 2, 0.5640741999959573, 0.5624773000599816
QAOA,8,['random', 0.5],1,9,0.7291257957411781,30, 7, 1.4345840999740176, 1.4299969000858255
QAOA,8,['random', 0.5],1,10,0.8132217438938579,30, 8, 1.4660502999904566, 1.461765999905765
QAOA,8,['random', 0.5],1,11,0.667479461102642,27, 5, 1.2662039000424556, 1.262331300007645
