expressive-QAOA,8,random0.5,1,0,0.9999999999967343,980, 27, 53.61294879997149, 52.974099399812985
expressive-QAOA,8,random0.5,1,1,0.999999999992896,1530, 38, 79.00681289998465, 78.11559859968838
expressive-QAOA,8,random0.5,1,2,0.9999999999961027,1140, 24, 60.62129390001064, 59.906212998961564
expressive-QAOA,8,random0.5,1,3,0.9999999999989715,2790, 71, 147.37683079999988, 145.58924480102723
expressive-QAOA,8,random0.5,1,4,0.9999999999977043,930, 23, 48.259242600004654, 47.876121900073485
expressive-QAOA,8,random0.5,1,5,0.949999999993097,1305, 42, 67.97384809999494, 67.44679949997226
expressive-QAOA,8,random0.5,1,6,0.9999999999941509,1102, 31, 57.0223599000019, 56.56846690009115
expressive-QAOA,8,random0.5,1,7,0.857142857142526,3360, 64, 172.2323078000336, 170.86873920052312
expressive-QAOA,8,random0.5,1,8,0.9285714285701674,1872, 44, 99.54763289997936, 98.39602849973016
expressive-QAOA,8,random0.5,1,9,0.9090909090877303,1116, 31, 59.986239499994554, 59.493652998353355
expressive-QAOA,8,random0.5,1,10,0.8888888888880163,1176, 38, 61.18749039998511, 60.455104998953175
expressive-QAOA,8,random0.5,1,11,0.9545454545446865,2108, 48, 111.51943650000612, 110.61039270018227
expressive-QAOA,8,random0.5,1,12,0.9090909090883066,896, 26, 47.57028679997893, 47.0126156002807
expressive-QAOA,8,random0.5,1,13,0.9077350269146992,1260, 39, 64.33194190001814, 63.57998080208199
expressive-QAOA,8,random0.5,1,14,0.9999999999974637,1664, 38, 88.00727119998191, 86.97933229969931
expressive-QAOA,8,random0.5,1,15,0.99999999999457,2263, 48, 120.96504589999677, 119.9608760997944
expressive-QAOA,8,random0.5,1,16,0.8928571428569901,1855, 44, 95.45504230004735, 94.75257679959759
expressive-QAOA,8,random0.5,1,17,0.9999999999921965,891, 26, 47.37039090000326, 46.981792900682194
expressive-QAOA,8,random0.5,1,18,0.9583333333324632,1188, 29, 61.53087040001992, 61.0333347999258
expressive-QAOA,8,random0.5,1,19,0.999999999985914,1768, 37, 92.75780620001024, 91.66126210035873
expressive-QAOA,8,random0.5,1,20,0.9999999999959343,2511, 58, 129.56942100002198, 128.5099020996713
expressive-QAOA,8,random0.5,1,21,0.9999999999938415,1632, 40, 86.9363685999997, 85.88405339996098
expressive-QAOA,8,random0.5,1,22,0.9444444444369959,1026, 32, 53.68039559997851, 53.255883099744096
expressive-QAOA,8,random0.5,1,23,0.9999999999976023,930, 26, 49.47060840000631, 49.07790570092038
expressive-QAOA,8,random0.5,1,24,0.9999999999955207,1131, 28, 60.119991299987305, 59.640333600546
expressive-QAOA,8,random0.5,1,26,0.8888888888880939,999, 27, 50.59905829996569, 50.22751930099912
expressive-QAOA,8,random0.5,1,27,0.9444444444367117,980, 26, 51.983824700000696, 51.35012639997876
expressive-QAOA,8,random0.5,1,28,0.9615384615377831,2088, 50, 109.24579219997395, 107.98842509818496
expressive-QAOA,8,random0.5,1,29,0.9999999999975238,1938, 51, 102.53880569999455, 101.34864519973053
expressive-QAOA,8,random0.5,1,30,0.9444444444387032,1092, 31, 56.205944999994244, 55.5332893988234
expressive-QAOA,8,random0.5,1,31,0.8928571428567673,1295, 30, 69.93616499996278, 69.38838540087454
expressive-QAOA,8,random0.5,1,32,0.9166666666664823,1568, 41, 85.11452709999867, 84.09243219991913
expressive-QAOA,8,random0.5,1,33,0.9999999999979272,702, 24, 36.486234300013166, 36.03761270092218
expressive-QAOA,8,random0.5,1,34,0.9999999999899225,1798, 52, 95.50602169998456, 94.72660210047616
expressive-QAOA,8,random0.5,1,35,0.9999999998850617,1200, 34, 63.366256600013, 62.62989790007123
expressive-QAOA,8,random0.5,1,36,0.8888888888710689,1998, 57, 102.80142610002076, 101.99758510047104
expressive-QAOA,8,random0.5,1,37,0.9999999999964702,1323, 40, 68.04338819999248, 67.52342800074257
expressive-QAOA,8,random0.5,1,38,0.9090909090890967,1333, 37, 67.84498759999406, 67.3338624999742
expressive-QAOA,8,random0.5,1,39,0.9999999999990228,1692, 40, 89.13092679998954, 88.10995919970446
expressive-QAOA,8,random0.5,1,40,0.9499999999964392,1050, 32, 54.90056069998536, 54.23906759923557
expressive-QAOA,8,random0.5,1,41,0.9444444444438675,868, 27, 44.460398000024725, 43.95031119935447
expressive-QAOA,8,random0.5,1,42,0.9999999999983975,3036, 70, 160.64386770001147, 159.39636310120113
expressive-QAOA,8,random0.5,1,43,0.9545454545424289,992, 28, 54.52257909998298, 53.88997710129479
expressive-QAOA,8,random0.5,1,44,0.9615384615373102,1292, 32, 65.92264489998342, 65.16278449946549
expressive-QAOA,8,random0.5,1,45,0.9999999999958203,1225, 30, 65.56731569999829, 65.05744999961462
expressive-QAOA,8,random0.5,1,46,0.9499999999984828,1350, 34, 68.97913910000352, 68.19024239951978
expressive-QAOA,8,random0.5,1,47,0.9583333333323115,2013, 46, 102.73993510002038, 101.95616029953817
expressive-QAOA,8,random0.5,1,48,0.9583333333322944,2856, 75, 146.75766249999288, 145.10725170033402
expressive-QAOA,8,random0.5,1,49,0.9499999999971228,1080, 30, 56.28403469998739, 55.598034299589926
expressive-QAOA,8,random0.5,1,50,0.9999999999978437,1590, 47, 83.03478230000474, 82.0356880001491
expressive-QAOA,8,random0.5,1,51,0.9999999999995234,1540, 38, 80.40103690000251, 79.43216639978345
expressive-QAOA,8,random0.5,1,52,0.999999999990442,1312, 36, 69.02541820000624, 68.20274210016942
expressive-QAOA,8,random0.5,1,53,0.899999999998361,1380, 38, 72.85985459998483, 72.00351630221121
expressive-QAOA,8,random0.5,1,54,0.8181818181800768,960, 31, 50.682447400002275, 50.084760599711444
expressive-QAOA,8,random0.5,1,55,0.9444444444431179,812, 25, 42.136550900002476, 41.63183200007188
expressive-QAOA,8,random0.5,1,57,0.9999999999983916,850, 27, 44.47901650000131, 44.13079000025755
expressive-QAOA,8,random0.5,1,58,0.9583333333332558,2013, 49, 102.9634332000278, 102.19612239790149
expressive-QAOA,8,random0.5,1,59,0.9374999999974478,1326, 40, 67.09451199998148, 66.31714409997221
expressive-QAOA,8,random0.5,1,60,0.899999999999673,1290, 38, 68.09782989998348, 67.28278479975415
expressive-QAOA,8,random0.5,1,61,0.9166666666658534,992, 25, 50.496874500007834, 49.91729489999125
