QAOA,8,['random', 0.5],1,0,0.8381858256774896, 8, 1.5800750255584717
QAOA,8,['random', 0.5],1,1,0.8617861264975987, 7, 1.1624207496643066
QAOA,8,['random', 0.5],1,2,0.6969387769673708, 5, 1.290647029876709
QAOA,8,['random', 0.5],1,3,0.8395513090780817, 8, 1.7273049354553223
QAOA,8,['random', 0.5],1,4,0.8650326521697119, 8, 2.286243200302124
QAOA,8,['random', 0.5],1,5,0.7828376338035745, 5, 1.157808542251587
QAOA,8,['random', 0.5],1,6,0.8607345591085335, 10, 1.5628986358642578
QAOA,8,['random', 0.5],1,7,0.7737261731215936, 10, 1.8594999313354492
QAOA,8,['random', 0.5],1,8,0.8106533546867369, 3, 1.0153515338897705
QAOA,8,['random', 0.5],1,9,0.7876700946655393, 8, 1.5846850872039795
QAOA,8,['random', 0.5],1,10,0.8132217438938577, 12, 3.1603353023529053
QAOA,8,['random', 0.5],1,11,0.7859875587130541, 10, 1.8435542583465576
QAOA,8,['random', 0.5],1,12,0.8243341697502438, 10, 2.3902461528778076
QAOA,8,['random', 0.5],1,13,0.8286959908812994, 6, 1.2837438583374023
QAOA,8,['random', 0.5],1,14,0.8443148529632832, 6, 0.9964771270751953
QAOA,8,['random', 0.5],1,15,0.8713145562761533, 5, 1.2674405574798584
QAOA,8,['random', 0.5],1,16,0.7815058098643176, 11, 1.7337360382080078
QAOA,8,['random', 0.5],1,17,0.8209264170719359, 6, 1.5456597805023193
QAOA,8,['random', 0.5],1,18,0.8200511348294092, 8, 1.5879685878753662
QAOA,8,['random', 0.5],1,19,0.8397168248117334, 5, 1.2237048149108887
QAOA,8,['random', 0.5],1,20,0.8710446445504407, 10, 1.6959033012390137
QAOA,8,['random', 0.5],1,21,0.8306558162982796, 10, 2.2756428718566895
QAOA,8,['random', 0.5],1,22,0.7616775332454095, 9, 1.6972339153289795
QAOA,8,['random', 0.5],1,23,0.8739698573024086, 9, 2.4396467208862305
QAOA,8,['random', 0.5],1,24,0.7695823894989331, 8, 1.5310921669006348
QAOA,8,['random', 0.5],1,25,0.8944324859491594, 6, 1.2930049896240234
